ComplaintID,ComplaintText,Category,UrgencyLevel,Sentiment,Authority
3420,This is a complaint about Water Supply issue.,Road Damage,Medium,Positive,Waste Management Division
3421,This is a complaint about Road Damage issue.,Water Supply,Low,Positive,Public Works
3422,This is a complaint about Electricity issue.,Electricity,High,Neutral,Waste Management Division
3423,This is a complaint about Waste Management issue.,Waste Management,Low,Neutral,Public Works
3424,This is a complaint about Water Supply issue.,Electricity,Medium,Positive,Waste Management Division
3425,This is a complaint about Electricity issue.,Road Damage,High,Positive,Electricity Board
3426,This is a complaint about Road Damage issue.,Waste Management,Medium,Positive,Electricity Board
3427,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Public Works
3428,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Public Works
3429,This is a complaint about Waste Management issue.,Road Damage,Low,Neutral,Public Works
3430,This is a complaint about Road Damage issue.,Waste Management,Low,Positive,Waste Management Division
3431,This is a complaint about Electricity issue.,Electricity,High,Neutral,Water Department
3432,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Public Works
3433,This is a complaint about Road Damage issue.,Electricity,Medium,Negative,Public Works
3434,This is a complaint about Road Damage issue.,Electricity,High,Negative,Waste Management Division
3435,This is a complaint about Waste Management issue.,Water Supply,High,Neutral,Electricity Board
3436,This is a complaint about Water Supply issue.,Waste Management,Low,Positive,Electricity Board
3437,This is a complaint about Road Damage issue.,Waste Management,Low,Neutral,Waste Management Division
3438,This is a complaint about Road Damage issue.,Electricity,High,Neutral,Electricity Board
3439,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Waste Management Division
3440,This is a complaint about Electricity issue.,Waste Management,Low,Negative,Water Department
3441,This is a complaint about Electricity issue.,Water Supply,Low,Neutral,Water Department
3442,This is a complaint about Road Damage issue.,Water Supply,Medium,Neutral,Public Works
3443,This is a complaint about Road Damage issue.,Road Damage,Medium,Neutral,Electricity Board
3444,This is a complaint about Waste Management issue.,Road Damage,Medium,Positive,Public Works
3445,This is a complaint about Road Damage issue.,Road Damage,Low,Positive,Public Works
3446,This is a complaint about Water Supply issue.,Electricity,High,Neutral,Public Works
3447,This is a complaint about Road Damage issue.,Water Supply,Low,Negative,Public Works
3448,This is a complaint about Waste Management issue.,Water Supply,Medium,Neutral,Water Department
3449,This is a complaint about Water Supply issue.,Water Supply,Medium,Positive,Waste Management Division
3450,This is a complaint about Water Supply issue.,Waste Management,Medium,Positive,Public Works
3451,This is a complaint about Water Supply issue.,Water Supply,Low,Neutral,Water Department
3452,This is a complaint about Water Supply issue.,Electricity,High,Neutral,Electricity Board
3453,This is a complaint about Road Damage issue.,Water Supply,Low,Positive,Waste Management Division
3454,This is a complaint about Road Damage issue.,Road Damage,High,Neutral,Public Works
3455,This is a complaint about Waste Management issue.,Water Supply,Medium,Positive,Waste Management Division
3456,This is a complaint about Water Supply issue.,Road Damage,Medium,Neutral,Electricity Board
3457,This is a complaint about Electricity issue.,Road Damage,High,Negative,Public Works
3458,This is a complaint about Electricity issue.,Electricity,Low,Neutral,Public Works
3459,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Public Works
3460,This is a complaint about Water Supply issue.,Road Damage,High,Positive,Public Works
3461,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Water Department
3462,This is a complaint about Electricity issue.,Water Supply,Medium,Negative,Public Works
3463,This is a complaint about Road Damage issue.,Road Damage,Medium,Negative,Waste Management Division
3464,This is a complaint about Water Supply issue.,Waste Management,High,Neutral,Waste Management Division
3465,This is a complaint about Water Supply issue.,Road Damage,Low,Negative,Water Department
3466,This is a complaint about Water Supply issue.,Waste Management,Medium,Neutral,Water Department
3467,This is a complaint about Road Damage issue.,Road Damage,Low,Neutral,Public Works
3468,This is a complaint about Water Supply issue.,Road Damage,High,Neutral,Electricity Board
3469,This is a complaint about Road Damage issue.,Water Supply,High,Positive,Waste Management Division
3470,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Electricity Board
3471,This is a complaint about Electricity issue.,Electricity,Medium,Positive,Electricity Board
3472,This is a complaint about Electricity issue.,Water Supply,Low,Positive,Public Works
3473,This is a complaint about Water Supply issue.,Water Supply,High,Neutral,Water Department
3474,This is a complaint about Waste Management issue.,Road Damage,Medium,Neutral,Public Works
3475,This is a complaint about Road Damage issue.,Waste Management,Medium,Neutral,Public Works
3476,This is a complaint about Electricity issue.,Road Damage,Medium,Neutral,Water Department
3477,This is a complaint about Electricity issue.,Electricity,High,Negative,Electricity Board
3478,This is a complaint about Road Damage issue.,Electricity,High,Neutral,Public Works
3479,This is a complaint about Water Supply issue.,Waste Management,Low,Neutral,Public Works
3480,This is a complaint about Electricity issue.,Water Supply,Medium,Negative,Public Works
3481,This is a complaint about Road Damage issue.,Water Supply,Low,Neutral,Public Works
3482,This is a complaint about Water Supply issue.,Road Damage,High,Positive,Waste Management Division
3483,This is a complaint about Waste Management issue.,Road Damage,High,Positive,Electricity Board
3484,This is a complaint about Water Supply issue.,Electricity,Medium,Neutral,Water Department
3485,This is a complaint about Electricity issue.,Water Supply,Medium,Positive,Waste Management Division
3486,This is a complaint about Waste Management issue.,Waste Management,High,Negative,Public Works
3487,This is a complaint about Waste Management issue.,Waste Management,Medium,Negative,Water Department
3488,This is a complaint about Electricity issue.,Electricity,High,Negative,Public Works
3489,This is a complaint about Water Supply issue.,Water Supply,Low,Negative,Water Department
3490,This is a complaint about Road Damage issue.,Waste Management,High,Negative,Water Department
3491,This is a complaint about Waste Management issue.,Electricity,Medium,Neutral,Waste Management Division
3492,This is a complaint about Road Damage issue.,Road Damage,Medium,Positive,Public Works
3493,This is a complaint about Electricity issue.,Electricity,High,Positive,Waste Management Division
3494,This is a complaint about Water Supply issue.,Waste Management,Medium,Positive,Electricity Board
3495,This is a complaint about Water Supply issue.,Road Damage,Medium,Positive,Waste Management Division
3496,This is a complaint about Electricity issue.,Water Supply,Medium,Positive,Electricity Board
3497,This is a complaint about Electricity issue.,Road Damage,Medium,Neutral,Public Works
3498,This is a complaint about Electricity issue.,Water Supply,Low,Positive,Water Department
3499,This is a complaint about Water Supply issue.,Water Supply,High,Negative,Water Department
3500,This is a complaint about Water Supply issue.,Waste Management,Low,Neutral,Public Works
3501,This is a complaint about Water Supply issue.,Waste Management,Medium,Negative,Water Department
3502,This is a complaint about Waste Management issue.,Road Damage,Low,Neutral,Public Works
3503,This is a complaint about Road Damage issue.,Electricity,High,Positive,Waste Management Division
3504,This is a complaint about Electricity issue.,Waste Management,Low,Positive,Waste Management Division
3505,This is a complaint about Water Supply issue.,Electricity,Low,Positive,Waste Management Division
3506,This is a complaint about Waste Management issue.,Electricity,Low,Negative,Public Works
3507,This is a complaint about Electricity issue.,Waste Management,High,Negative,Waste Management Division
3508,This is a complaint about Road Damage issue.,Electricity,High,Positive,Public Works
3509,This is a complaint about Waste Management issue.,Road Damage,Low,Neutral,Water Department
3510,This is a complaint about Water Supply issue.,Water Supply,High,Positive,Waste Management Division
3511,This is a complaint about Water Supply issue.,Road Damage,Low,Neutral,Public Works
3512,This is a complaint about Road Damage issue.,Electricity,High,Neutral,Public Works
3513,This is a complaint about Water Supply issue.,Road Damage,Medium,Neutral,Waste Management Division
3514,This is a complaint about Electricity issue.,Waste Management,Low,Positive,Water Department
3515,This is a complaint about Waste Management issue.,Electricity,High,Neutral,Water Department
3516,This is a complaint about Waste Management issue.,Road Damage,Medium,Negative,Electricity Board
3517,This is a complaint about Waste Management issue.,Waste Management,Low,Positive,Electricity Board
